Date,Sub 1,Sub 2,Sub 3,Form,Searches,Form CVR,Imprs,IPS,Clicks,CPS,RPC,Clk Rev,Calls,Transfers,TR,Q Calls,QR,RPQC,RPT,Call QR,RPCall,Call Rev,Leads,RPL,Lead Rev,Revenue,RPS
2/2/16,HCMP-L1auZSXy_pcrid_organic,OSC,HCMP-stateflag-nj,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic,UHO,HCMP-,0,9,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic,UHO,HCMP-stateflag-al,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic,UHO,HCMP-stateflag-pa,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic,UHO,frm-LA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic,UHO,frm-MS,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic,UHO,frm-PA,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic,UHO,medicaid-frm,0,12,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic-HCMP-,UHO,frm-MS,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic-HCMP-,UHO,frm-PA,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic-HCMP-,UHO,medicaid-frm,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic-HCMP-stateflag-fl,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-LCDC-BannerAd1-state-fl,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-banner-srehkDf1_pcrid_organic-banner,UHO,frm-PA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-banner-srehkDf1_pcrid_organic-banner,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-long-srehkDf1_pcrid_organic-banner,UHO,HCMP-,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-long-srehkDf1_pcrid_organic-banner,UHO,frm-LA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-long-srehkDf1_pcrid_organic-banner,UHO,frm-MS,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-long-srehkDf1_pcrid_organic-banner,UHO,frm-PA,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-long-srehkDf1_pcrid_organic-banner,UHO,medicaid-frm,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-mini-srehkDf1_pcrid_organic-blue-rvb,UHO,frm-LA,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-mini-srehkDf1_pcrid_organic-blue-rvb,UHO,frm-MS,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-mini-srehkDf1_pcrid_organic-blue-rvb,UHO,frm-PA,0,6,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-mini-srehkDf1_pcrid_organic-blue-rvb,UHO,medicaid-frm,0,19,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-srehkDf1_pcrid_organic-stars-hro,UHO,HCMP-,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-srehkDf1_pcrid_organic-stars-hro,UHO,frm-AL,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-srehkDf1_pcrid_organic-stars-hro,UHO,frm-LA,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-srehkDf1_pcrid_organic-stars-hro,UHO,frm-MS,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-srehkDf1_pcrid_organic-stars-hro,UHO,frm-PA,0,7,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-srehkDf1_pcrid_organic-stars-hro,UHO,medicaid-frm,0,36,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-flat-vrt-srehkDf1_pcrid_organic-stars-hro,UHO,frm-AL,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-hover,OSC,HCMP-,0,7,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-hover,UHO,frm-AL,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-inner-srehkDf1_pcrid_organic-int1,UHO,frm-PA,0,6,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-inner-srehkDf1_pcrid_organic-int1,UHO,medicaid-frm,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-list-blue-srehkDf1_pcrid_organic-banner,UHO,frm-LA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-list-blue-srehkDf1_pcrid_organic-banner,UHO,frm-PA,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-list-blue-srehkDf1_pcrid_organic-banner,UHO,medicaid-frm,0,5,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCF-srehkDf1_pcrid_organic-organic-st-vs2-tx,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-OCN-sidebar-OCN-banner,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-2,OSC,HCMP-,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-2,OSC,HCMP-stateflag-tx,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-2,UHO,HCMP-stateflag-pa,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-2,UHO,medicaid-frm,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-2-HCMP-,OSC,HCMP-,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-2-HCMP-,UHO,medicaid-frm,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-7,OSC,HCMP-,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-7,OSC,HCMP-stateflag-tx,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-7,UHO,HCMP-,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-7,UHO,HCMP-stateflag-pa,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-7,UHO,medicaid-frm,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-STM-7-HCMP-,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-inner,,,0,24,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-s1yPuQJl_pcrid_9691071863_,UHO,HCMP-stateflag-la,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-s1yPuQJl_pcrid_9691071863_-HCMP-stateflag-la,UHO,HCMP-,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-s5Wfnsu0y_pcrid_93440465070_,OSC,HCMP-stateflag-tx,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-sGPT1gwqW_pcrid_85987645710_-HCMP-,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-sOrzuaKQw_pcrid_85987783830_,UHO,HCMP-,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_,OSC,HCMP-,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_,OSC,HCMP-stateflag-tx,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_,UHO,HCMP-,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_,UHO,HCMP-stateflag-al,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_,UHO,HCMP-stateflag-la,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_,UHO,medicaid-frm,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_-HCMP-,UHO,frm-LA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_-HCMP-,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_-HCMP-stateflag-ok,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_85987783830_-HCMP-stateflag-tx,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_93440899350_,UHO,HCMP-,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-scEDg1yPa_pcrid_93440899350_-HCMP-,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-sdRXFIeXE_pcrid_93440189910_-HCMP-,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-sfUcrz6kW_pcrid_85987783830_,UHO,frm-PA,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-shnpCSz8m_pcrid_85987815750_,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-sjf3hgFjK_pcrid_85987783830_,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-sjf3hgFjK_pcrid_85987783830_-HCMP-,UHO,medicaid-frm,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HIM-eb9lsxKQ_pcrid_organic-organic,UHO,frm-AL,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HIM-eb9lsxKQ_pcrid_organic-organic,UHO,frm-PA,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,BannerAd1-state-nj,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,BannerAd1-state-ny,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,BannerAd1-state-tx,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,RightAside2-sidebar-stateflag-ny,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,SmartPhoneBannerAd1-stateflag-nj,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,SmartPhoneBannerAd1-stateflag-ny,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,SmartPhoneBannerAd1-stateflag-tx,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,state-nj,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,state-ny,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,OSC,state-tx,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,UHO,BannerAd1-state-al,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,UHO,BannerAd1-state-la,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,UHO,BannerAd1-state-pa,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,UHO,SmartPhoneBannerAd1-stateflag-la,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,UHO,SmartPhoneBannerAd1-stateflag-pa,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC,UHO,state-al,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,LCDC-YOURLOCID-gyPbrSRl_pcrid_organic,UHO,medicaid-frm,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,MDN,MDN-sidebar-,,0,27,,39,1.44,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-ga,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-nc,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-tx,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-wi,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs2-il,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs2-nc,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs2-nj,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs2-tx,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-banner,HDU,srehkDf1_pcrid_organic-banner,0,1,,1,1,1,100.00%,$1.05,$1.05,0,0,,0,,,,,,$0.00,0,,$0.00,$1.05,$1.05
2/2/16,OCF-banner,OSC,srehkDf1_pcrid_organic-banner,0,7,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-banner,UHO,srehkDf1_pcrid_organic-banner,0,5,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat,HDU,srehkDf1_pcrid_organic-stars-hro,0,4,,4,1,3,75.00%,$1.05,$3.15,0,0,,0,,,,,,$0.00,0,,$0.00,$3.15,$0.79
2/2/16,OCF-flat,OSC,srehkDf1_pcrid_organic-stars-hro,0,136,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat,UHO,srehkDf1_pcrid_organic-stars-hro,0,49,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat-long,HDU,srehkDf1_pcrid_organic-banner,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat-long,OSC,srehkDf1_pcrid_organic-banner,0,50,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat-long,UHO,srehkDf1_pcrid_organic-banner,0,22,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat-mc,medicare,srehkDf1_pcrid_organic-medicare,0,7,,6,0.86,4,57.14%,$1.94,$7.75,0,0,,0,,,,,,$0.00,0,,$0.00,$7.75,$1.11
2/2/16,OCF-flat-mini,HDU,srehkDf1_pcrid_organic-blue-rvb,0,3,,3,1,2,66.67%,$1.05,$2.10,0,0,,0,,,,,,$0.00,0,,$0.00,$2.10,$0.70
2/2/16,OCF-flat-mini,OSC,srehkDf1_pcrid_organic-blue-rvb,0,120,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat-mini,UHO,srehkDf1_pcrid_organic-blue-rvb,0,40,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat-st,UHO,srehkDf1_pcrid_organic-ST,0,13,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat-vrt,OSC,srehkDf1_pcrid_organic-stars-hro,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-flat-vrt,UHO,srehkDf1_pcrid_organic-stars-hro,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-list-blue,HDU,srehkDf1_pcrid_organic-banner,0,1,,1,1,1,100.00%,$1.05,$1.05,0,0,,0,,,,,,$0.00,0,,$0.00,$1.05,$1.05
2/2/16,OCF-list-blue,OSC,srehkDf1_pcrid_organic-banner,0,78,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-list-blue,UHO,srehkDf1_pcrid_organic-banner,0,32,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-list-blue-mc,medicare,srehkDf1_pcrid_organic-banner,0,3,,3,1,3,100.00%,$1.39,$4.16,0,0,,0,,,,,,$0.00,0,,$0.00,$4.16,$1.39
2/2/16,OCF-list-red,OSC,srehkDf1_pcrid_organic-banner,0,185,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-list-red,UHO,banner,0,29,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-list-red,UHO,srehkDf1_pcrid_organic-banner,0,419,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-list-red-mc,medicare,srehkDf1_pcrid_organic-banner,0,6,,6,1,6,100.00%,$1.53,$9.18,0,0,,0,,,,,,$0.00,0,,$0.00,$9.18,$1.53
2/2/16,OCF-srehkDf1_pcrid_organic,UHO,frm-PA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCF-srehkDf1_pcrid_organic,UHO,medicaid-frm,0,9,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN,OSC,OCN-paid-stateflag-nj,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN,OSC,infobox-banner,0,26,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN,UHO,infobox-banner,0,10,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN-OCF-hover,UHO,frm-LA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN-OCF-hover,UHO,frm-PA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN-cllusblk-,OSC,,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN-iLrmsXbA_pcrid_organic,UHO,frm-AL,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN-iLrmsXbA_pcrid_organic,UHO,frm-PA,0,7,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN-iLrmsXbA_pcrid_organic,UHO,medicaid-frm,0,13,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN-sidebar,OSC,OCN-J31,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,OCN-sidebar,OSC,OCN-banner,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/3/16,HCMP-,UHO,L1auZSXy_pcrid_organic-organic-yes-in,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/3/16,HCMP-L1auZSXy_pcrid_organic,OSC,HCMP-,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/3/16,HCMP-L1auZSXy_pcrid_organic,OSC,HCMP-stateflag-ny,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
